datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2024-01-18 19-52-18,468,211,257,329,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-52-23,559,275,284,238,com.yangcong345.android.phone,12121,90.6
2024-01-18 19-52-28,382,189,193,418,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-52-33,471,207,264,325,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-52-38,964,514,450,261,com.yangcong345.android.phone,12121,139
2024-01-18 19-52-43,493,218,275,300,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-52-48,557,257,300,239,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-52-53,503,248,255,293,com.yangcong345.android.phone,12121,51.7
2024-01-18 19-52-58,547,236,311,250,com.yangcong345.android.phone,12121,157
2024-01-18 19-53-03,441,207,234,359,com.yangcong345.android.phone,12121,58.6
2024-01-18 19-53-08,438,188,250,356,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-53-13,354,136,218,332,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-53-18,920,490,430,270,com.yangcong345.android.phone,12121,126
2024-01-18 19-53-23,414,175,239,382,com.yangcong345.android.phone,12121,82.1
2024-01-18 19-53-28,489,225,264,304,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-53-33,518,218,300,243,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-53-38,443,207,236,354,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-53-43,450,236,214,346,com.yangcong345.android.phone,12121,64.2
2024-01-18 19-53-48,591,303,288,91,com.yangcong345.android.phone,12121,70.5
2024-01-18 19-53-53,473,197,276,262,com.yangcong345.android.phone,12121,58.6
2024-01-18 19-53-58,464,214,250,332,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-54-03,445,217,228,345,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-54-08,562,310,252,97,com.yangcong345.android.phone,12121,89.6
2024-01-18 19-54-13,572,268,304,225,com.yangcong345.android.phone,12121,121
2024-01-18 19-54-18,443,229,214,354,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-54-23,462,238,224,303,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-54-28,594,300,294,200,com.yangcong345.android.phone,12121,87.5
2024-01-18 19-54-33,473,221,252,314,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-54-38,424,176,248,355,com.yangcong345.android.phone,12121,55.1
2024-01-18 19-54-43,455,210,245,338,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-54-48,547,244,303,197,com.yangcong345.android.phone,12121,68.7
2024-01-18 19-54-53,428,207,221,368,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-54-58,404,194,210,394,com.yangcong345.android.phone,12121,48.3
2024-01-18 19-55-03,489,203,286,297,com.yangcong345.android.phone,12121,51.7
2024-01-18 19-55-08,529,263,266,269,com.yangcong345.android.phone,12121,100
2024-01-18 19-55-13,517,214,303,255,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-55-18,721,421,300,7,com.yangcong345.android.phone,12121,178
2024-01-18 19-55-23,718,339,379,46,com.yangcong345.android.phone,12121,228
2024-01-18 19-55-28,572,243,329,225,com.yangcong345.android.phone,12121,107
2024-01-18 19-55-33,472,241,231,322,com.yangcong345.android.phone,12121,56.2
2024-01-18 19-55-38,717,362,355,72,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-55-43,630,297,333,33,com.yangcong345.android.phone,12121,90.0
2024-01-18 19-55-48,529,243,286,264,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-55-53,542,214,328,248,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-55-58,472,211,261,325,com.yangcong345.android.phone,12121,64.2
2024-01-18 19-56-03,427,193,234,369,com.yangcong345.android.phone,12121,58.6
2024-01-18 19-56-08,546,250,296,218,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-56-13,525,232,293,243,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-56-18,536,211,325,254,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-56-23,471,207,264,325,com.yangcong345.android.phone,12121,67.8
