2024-04-18 11-10-46 top info:
Tasks: 477 total,   2 running, 474 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5034976K used,   970408K free,  95436800 buffers
 Swap:  3302956K total,   375064K used,  2927892K free,  3306544K cached
800%cpu 217%user   0%nice 130%sys 447%idle   3%iow   0%irq   3%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 17048 shell        20   0  81M  19M  17M R 96.6   0.3   0:00.06 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
   332 root          0 -20    0    0    0 I  0.0   0.0   0:00.24 [kworker/3:1H]
   330 root          0 -20    0    0    0 I  0.0   0.0   0:00.07 [kworker/7:1H]
   329 root          0 -20    0    0    0 I  0.0   0.0   0:00.10 [kworker/4:1H]
   328 root         RT   0    0    0    0 D  0.0   0.0   0:00.23 [wdtk-7]
   327 root         RT   0    0    0    0 D  0.0   0.0   0:00.21 [wdtk-6]
   326 root         RT   0    0    0    0 D  0.0   0.0   0:00.18 [wdtk-5]
   325 root         RT   0    0    0    0 D  0.0   0.0   0:00.18 [wdtk-4]
   324 root         RT   0    0    0    0 D  0.0   0.0   0:00.36 [wdtk-3]
   323 root         RT   0    0    0    0 D  0.0   0.0   0:00.42 [wdtk-2]
   322 root         RT   0    0    0    0 D  0.0   0.0   0:00.47 [wdtk-1]
   321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   320 root         RT   0    0    0    0 D  0.0   0.0   0:00.46 [wdtk-0]
   319 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   318 root         20   0    0    0    0 D  0.0   0.0   1:03.74 [charger_thread]
   317 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
   316 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
   315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
   314 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
   313 root         RT   0    0    0    0 S  0.0   0.0   0:00.62 [irq/127-hxcommo]
   312 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
   311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   310 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
   309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
   308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
   305 root          0 -20    0    0    0 I  0.0   0.0   0:00.10 [kworker/5:1H]
   304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
   303 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   302 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
   301 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
   300 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
   299 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_GPU]
   298 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_CCI]
   297 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [EEM_CTRL_L]
   296 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [EEM_CTRL_2L]
   295 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   294 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   293 root         20   0    0    0    0 D  0.0   0.0   0:46.37 [ipi_cpu_dvfs_rt]
   291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
   287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
   286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
   285 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
   284 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
   283 root         20   0    0    0    0 D  0.0   0.0   0:04.01 [battery_thread]
   282 root         20   0    0    0    0 D  0.0   0.0   0:00.19 [gauge_coulomb_t]
   281 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [irq/28-mt6370_p]
   280 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [type_c_port0]
   279 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
   278 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
   277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
   276 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ufs_clk_gating_]
   275 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
   274 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
   273 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
   272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   268 root          0 -20    0    0    0 S  0.0   0.0   0:07.30 [krtatm]
   267 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   263 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
   262 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
   261 root         RT   0    0    0    0 S  0.0   0.0   0:03.60 [present_fence_w]
   260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
   259 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [disp_delay_trig]
   258 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
   257 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
   256 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   255 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
   254 root         RT   0    0    0    0 D  0.0   0.0   0:01.23 [disp_check]
   253 root         20   0    0    0    0 S  0.0   0.0   0:03.21 [disp_idlemgr]
   251 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
   250 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   249 root         RT   0    0    0    0 D  0.0   0.0   0:00.71 [hang_detect]
   248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   243 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   230 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   228 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [btif_rxd]
   227 root         20   0    0    0    0 S  0.0   0.0   0:20.25 [pbm]
   226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   183 root         20   0    0    0    0 S  0.0   0.0   0:01.67 [kswapd0]
   182 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [kauditd]
   160 root         20   0    0    0    0 S  0.0   0.0   0:04.93 [tee-log]
   159 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   158 root         20   0    0    0    0 D  0.0   0.0   0:00.09 [ion_history]
   157 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   156 root         20   0    0    0    0 S  0.0   0.0   0:01.76 [ion_mm_heap_for]
   154 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ion_mm_heap]
   152 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   151 root         20   0    0    0    0 S  0.0   0.0   0:13.99 [dlpt_notify_thr]
   150 root         20   0    0    0    0 S  0.0   0.0   0:00.50 [bat_percent_not]
   149 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   148 root         RT   0    0    0    0 S  0.0   0.0   0:00.85 [irq/200-mt6358-]
   145 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   140 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [chgdet_thread]
   139 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
   138 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   136 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   135 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   129 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   128 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   127 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   126 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   124 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   123 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   122 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   121 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   120 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   118 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   117 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   116 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   115 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   114 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   112 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   110 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:00.31 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:00.33 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0H]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.27 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:00.29 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:00.30 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:00.39 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:08.54 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:00.43 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:14.76 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:00.42 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:20.74 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:00.44 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:00.55 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    11 root         RT   0    0    0    0 S  0.0   0.0   0:00.80 [migration/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:01.25 [rcu_sched]
     8 root         20   0    0    0    0 I  0.0   0.0   0:55.49 [rcu_preempt]
     7 root         20   0    0    0    0 S  0.0   0.0   0:20.52 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.16 [kthreadd]
     1 root         20   0  10G 9.1M 7.0M S  0.0   0.1   0:04.27 init second_stage


2024-04-18 11-11-26 top info:
Tasks: 480 total,   4 running, 475 sleeping,   0 stopped,   1 zombie
  Mem:  6005384K total,  5368652K used,   636732K free,  97251328 buffers
 Swap:  3302956K total,   345368K used,  2957588K free,  3381452K cached
800%cpu 222%user  31%nice 216%sys 328%idle   0%iow   0%irq   3%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  8006 u0_a76       10 -10  67G 486M 261M S  156   8.2  28:52.60 com.yangcong345.android.phone
   901 system       18  -2  17G 275M 224M S 71.8   4.6   5:51.57 system_server
 17540 shell        20   0  10G 4.4M 3.4M R 25.0   0.0   0:00.09 top -b -n 1 -d 5
   566 system       -3  -8  11G  45M  37M S 25.0   0.7   1:24.60 surfaceflinger
 16601 shell        20   0  11G 7.1M 5.0M S 21.8   0.1   0:04.13 adbd --root_seclabel=u:r:su:s0
   518 audioserver  20   0  56M  10M 7.1M S 18.7   0.1   0:10.12 android.hardware.audio.service.mediatek
 17249 system       20   0  10G  11M 8.5M S 12.5   0.1   0:01.94 vendor.mediatek.hardware.mms@1.5-service
  2854 root         10 -10    0    0    0 R  9.3   0.0   1:43.49 [hif_thread]
   765 mediacodec   20   0  11G  13M  10M S  9.3   0.2   0:03.18 media.swcodec oid.media.swcodec/bin/mediaswcodec
   529 system       -3  -8  11G  14M  12M S  9.3   0.2   0:38.28 android.hardware.graphics.composer@2.1-service
 16913 root         20   0    0    0    0 I  6.2   0.0   0:00.50 [kworker/u16:7]
 16282 root         20   0    0    0    0 R  6.2   0.0   0:02.70 [kworker/u16:4]
 10100 root          0 -20    0    0    0 I  6.2   0.0   0:01.16 [kworker/u17:2]
  2853 root         10 -10    0    0    0 S  6.2   0.0   0:54.91 [tx_thread]
   746 mediacodec   20   0 136M  12M  10M S  6.2   0.2   0:02.16 media.codec hw/android.hardware.media.omx@1.0-service
   395 logd         18  -2  10G 7.3M 3.2M S  6.2   0.1   0:26.72 logd
 16419 root         20   0    0    0    0 I  3.1   0.0   0:02.01 [kworker/u16:9]
 16412 root         20   0    0    0    0 R  3.1   0.0   0:02.33 [kworker/u16:6]
 16357 root          0 -20    0    0    0 I  3.1   0.0   0:02.35 [kworker/u17:0]
 15709 root         20   0    0    0    0 D  3.1   0.0   0:03.07 [kworker/u16:3]
  9247 u0_a89       20   0  16G 347M 165M S  3.1   5.9   6:16.35 com.yangcong345.cloud.ui.launcher
  5720 u0_a125      20   0  13G 105M  83M S  3.1   1.7   2:40.49 com.yangcong345.eye.protection
  2886 u0_a114      20   0  15G 207M 162M S  3.1   3.5   0:54.58 com.android.systemui
  2855 root         10 -10    0    0    0 S  3.1   0.0   1:09.94 [rx_thread]
  2634 root         RT   0    0    0    0 S  3.1   0.0   0:07.47 [disp_queue_P0]
   548 audioserver  20   0  11G  18M  15M S  3.1   0.3   0:03.13 audioserver
   544 system       20   0  10G 7.3M 5.9M S  3.1   0.1   0:01.40 vendor.mediatek.hardware.mtkpower@1.0-service
   261 root         RT   0    0    0    0 S  3.1   0.0   0:03.62 [present_fence_w]
    35 root         20   0    0    0    0 S  3.1   0.0   0:00.27 [ksoftirqd/5]
 17153 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 17097 shell        20   0  10G 3.3M 2.5M S  0.0   0.0   0:00.41 logcat -v threadtime -b all
 17048 shell        20   0  12G 103M  75M S  0.0   1.7   0:00.51 com.android.commands.monkey
 16961 root         20   0    0    0    0 I  0.0   0.0   0:00.61 [kworker/0:3]
 16934 root          0 -20    0    0    0 I  0.0   0.0   0:01.14 [kworker/u17:1]
 16914 root         20   0    0    0    0 I  0.0   0.0   0:01.14 [kworker/u16:10]
 16912 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/u16:5]
 16910 root         20   0    0    0    0 I  0.0   0.0   0:00.17 [kworker/3:1]
 16908 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0]
 16902 root         20   0    0    0    0 I  0.0   0.0   0:00.17 [kworker/2:1]
 16901 root         20   0    0    0    0 I  0.0   0.0   0:00.32 [kworker/7:2]
 16890 root         20   0    0    0    0 I  0.0   0.0   0:00.49 [kworker/1:0]
 16748 shell        20   0  10G  10M 8.0M S  0.0   0.1   0:30.84 transport -config_file=/data/local/tmp/perfd/daemon.config
 16746 shell        20   0  10G 2.6M 2.1M S  0.0   0.0   0:00.01 sh -c /data/local/tmp/perfd/transport -config_file=/data/local/tmp/perfd/daemon.config
 16638 shell        20   0  10G 2.3M 1.8M S  0.0   0.0   0:02.44 process-tracker --interval 1000
 16518 mdnsr        20   0 8.2G 960K 712K S  0.0   0.0   0:00.40 mdnsd
 16420 root         20   0    0    0    0 I  0.0   0.0   0:00.12 [kworker/3:0]
 16418 root         20   0    0    0    0 I  0.0   0.0   0:00.86 [kworker/u16:8]
 16413 root          0 -20    0    0    0 I  0.0   0.0   0:02.09 [kworker/u17:3]
 16403 root         20   0    0    0    0 I  0.0   0.0   0:09.52 [kworker/5:1]
 16397 root         20   0    0    0    0 I  0.0   0.0   0:01.06 [kworker/0:1]
 16377 root         20   0    0    0    0 I  0.0   0.0   0:00.58 [kworker/7:1]
 16281 root         20   0    0    0    0 I  0.0   0.0   0:01.36 [kworker/u16:2]
 16280 root         20   0    0    0    0 I  0.0   0.0   0:02.16 [kworker/u16:1]
 16275 root         20   0    0    0    0 I  0.0   0.0   0:02.41 [kworker/u16:0]
 16249 root         20   0    0    0    0 I  0.0   0.0   0:01.01 [kworker/1:1]
 16248 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
 16191 root         20   0    0    0    0 I  0.0   0.0   0:01.83 [kworker/2:2]
 16166 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:1]
 16162 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2]
 16119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 16047 u0_a78       20   0  14G 177M 132M S  0.0   3.0   0:09.20 com.yangcong345.pad.systemsetting
 15831 system       20   0  13G  88M  68M S  0.0   1.4   0:00.23 com.android.deskclock
 15800 u0_a119      20   0  13G  76M  56M S  0.0   1.2   0:00.19 com.android.calendar
 15323 root         20   0    0    0    0 I  0.0   0.0   0:14.64 [kworker/0:2]
