2024-03-28 11-48-02 top info:
Tasks: 490 total,   3 running, 487 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5829604K used,   175780K free,  99581952 buffers
 Swap:  3302956K total,  1408200K used,  1894756K free,  3196704K cached
800%cpu 200%user  34%nice 248%sys 314%idle   3%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   241 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   230 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   229 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   227 root         RT   0    0    0    0 S  0.0   0.0   0:01.79 [btif_rxd]
   226 root         20   0    0    0    0 S  0.0   0.0   1:19.47 [pbm]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   219 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   181 root         20   0    0    0    0 S  0.0   0.0   0:01.05 [kswapd0]
   180 root         20   0    0    0    0 S  0.0   0.0   0:00.84 [kauditd]
   159 root         20   0    0    0    0 S  0.0   0.0   0:05.39 [tee-log]
   158 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   157 root         20   0    0    0    0 S  0.0   0.0   0:01.70 [ion_history]
   156 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   155 root         20   0    0    0    0 S  0.0   0.0   0:01.88 [ion_mm_heap_for]
   153 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap]
   151 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   150 root         20   0    0    0    0 S  0.0   0.0   1:15.92 [dlpt_notify_thr]
   149 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [bat_percent_not]
   148 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   147 root         RT   0    0    0    0 S  0.0   0.0   0:04.67 [irq/200-mt6358-]
   144 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   140 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [chgdet_thread]
   139 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
   138 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   136 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   135 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   129 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   128 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   127 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   126 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   124 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   123 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   122 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   121 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   120 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   118 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   117 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   116 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   115 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   114 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   112 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   110 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.38 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:12.15 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:14.82 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/6:0H]
    40 root         20   0    0    0    0 S  0.0   0.0   0:00.36 [ksoftirqd/6]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:11.59 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:10.59 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.90 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:10.99 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:10.55 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.14 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:01.50 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:10.40 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:17.36 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.26 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:02.38 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:09.43 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:18.34 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:02.97 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:07.71 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:19.10 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:02.47 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:05.55 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:24.62 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:08.15 [rcu_sched]
     8 root         20   0    0    0    0 I  0.0   0.0   2:07.83 [rcu_preempt]
     7 root         20   0    0    0    0 S  0.0   0.0   0:11.43 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [kthreadd]
     1 root         20   0  10G 8.1M 7.3M S  0.0   0.1   0:03.43 init second_stage


2024-03-28 11-48-22 top info:
Tasks: 496 total,   1 running, 495 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5937784K used,  69222400 free,  99737600 buffers
 Swap:  3302956K total,  1385928K used,  1917028K free,  3166788K cached
800%cpu  84%user  44%nice 113%sys 556%idle   3%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  5394 u0_a90       20   0  35G 383M 295M S 46.8   6.5 194:51.37 com.qihoo360.mobilesafe
   970 system       18  -2  17G 300M 232M S 46.8   5.1 138:06.09 system_server
 25965 shell        20   0  10G 6.5M 4.7M S 25.0   0.1   0:01.79 adbd --root_seclabel=u:r:su:s0
 12219 shell        20   0  10G 4.5M 3.4M R 18.7   0.0   0:00.08 top -b -n 1 -d 5
 11928 u0_a125      10 -10  32G 335M 255M S  9.3   5.7   0:09.40 com.yangcong345.android.phone
   585 system       -3  -8  11G  49M  40M S  6.2   0.8  30:41.07 surfaceflinger
 11450 root         20   0    0    0    0 I  3.1   0.0   0:04.36 [kworker/0:0]
  5456 u0_a90       16  -4  33G 278M 212M S  3.1   4.7 164:13.41 com.qihoo360.mobilesafe:GuardService
  3717 u0_a92       20   0  15G 141M  94M S  3.1   2.4   6:34.89 com.tencent.android.qqdownloader:cloud
  2966 u0_a92       20   0  16G 217M 120M S  3.1   3.7  14:00.30 com.tencent.android.qqdownloader
  2351 u0_a92       16  -4 251G 364M 271M S  3.1   6.1  18:17.95 com.tencent.android.qqdownloader:daemon
  1508 radio        20   0  14G 109M  92M S  3.1   1.8   0:35.35 com.android.phone
  1326 u0_a116      10 -10  15G 231M 179M S  3.1   3.9   8:50.24 com.android.systemui
   547 system       -3   0  11G  14M  12M S  3.1   0.2  19:05.46 android.hardware.graphics.composer@2.1-service
   506 system       18  -2  13G 109M 101M S  3.1   1.8   1:38.97 lspd
 12158 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/u17:1]
 12112 u0_i9002     10 -10 1.3G 127M 103M S  0.0   2.1   0:01.64 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
 12038 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 12022 shell        20   0  10G 3.2M 2.6M S  0.0   0.0   0:00.16 logcat -v threadtime -b all
 11874 shell        20   0  12G 104M  77M S  0.0   1.7   0:00.43 com.android.commands.monkey
 11727 u0_a90       20   0  14G 132M  84M S  0.0   2.2   0:06.29 com.qihoo360.mobilesafe:scan
 11704 u0_a50       20   0  13G  73M  54M S  0.0   1.2   0:00.17 com.android.packageinstaller
 11625 root         20   0    0    0    0 I  0.0   0.0   0:01.44 [kworker/0:2]
 11596 root         20   0    0    0    0 I  0.0   0.0   0:00.27 [kworker/u16:8]
 11578 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/u17:0]
 11570 root         20   0    0    0    0 I  0.0   0.0   0:00.71 [kworker/u16:5]
 11530 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1]
 11467 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/u17:4]
 10742 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10589 u0_a90       20   0  14G 102M  89M S  0.0   1.7   0:19.96 com.qihoo360.mobilesafe:p0
 10137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10074 u0_a822      20   0  14G 189M 123M S  0.0   3.2   0:09.67 com.yangcong345.cloud.ruledetect
 10056 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:1]
 10049 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2]
 10047 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
 10022 root         20   0    0    0    0 I  0.0   0.0   0:09.63 [kworker/0:4]
 10000 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2]
  9974 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:1]
  9911 root         20   0    0    0    0 I  0.0   0.0   0:02.05 [kworker/1:0]
  9891 root         20   0    0    0    0 I  0.0   0.0   0:00.30 [kworker/6:1]
  9885 root         20   0    0    0    0 I  0.0   0.0   0:01.22 [kworker/u16:6]
  9785 root         20   0    0    0    0 I  0.0   0.0   0:01.54 [kworker/u16:2]
  9593 root         20   0    0    0    0 I  0.0   0.0   0:03.02 [kworker/u16:1]
  9557 root         20   0    0    0    0 I  0.0   0.0   0:01.45 [kworker/3:2]
  9515 root         20   0    0    0    0 I  0.0   0.0   0:03.06 [kworker/u16:3]
  9452 root         20   0    0    0    0 I  0.0   0.0   0:01.21 [kworker/4:0]
  9202 root         20   0    0    0    0 I  0.0   0.0   0:03.99 [kworker/u16:4]
  8940 root         20   0    0    0    0 I  0.0   0.0   0:06.31 [kworker/2:2]
  8597 root         20   0    0    0    0 I  0.0   0.0   0:05.70 [kworker/u16:7]
  8142 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:2]
  6768 root         20   0    0    0    0 I  0.0   0.0   0:10.36 [kworker/u16:0]
 31646 root         20   0    0    0    0 I  0.0   0.0   0:04.34 [kworker/5:0]
 30341 u0_a90       20   0  14G 104M  88M S  0.0   1.7  22:58.93 com.qihoo360.mobilesafe:onepx
 30318 root          0 -20    0    0    0 I  0.0   0.0   0:00.84 [kworker/u17:2]
 30017 u0_a90       20   0  14G  91M  81M S  0.0   1.5  24:29.83 com.qihoo360.mobilesafe:channel
 27772 u0_a49       20   0  13G  69M  61M S  0.0   1.1   0:00.20 com.android.providers.calendar
 26976 root         20   0    0    0    0 I  0.0   0.0   0:07.92 [kworker/6:2]
 26967 logd         18  -2  10G 8.4M 3.4M S  0.0   0.1   7:59.63 logd
 19999 system       20   0  10G  10M 8.9M S  0.0   0.1   0:00.76 vendor.mediatek.hardware.mms@1.5-service
 18949 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 18928 u0_a54       20   0  13G  89M  75M S  0.0   1.5   0:00.63 com.android.permissioncontroller
 18442 root         20   0    0    0    0 I  0.0   0.0   0:03.08 [kworker/7:0]
 17931 u0_a61       20   0 1.3G 102M  84M S  0.0   1.7   0:03.85 com.google.android.inputmethod.pinyin
 13414 u0_a90       20   0  14G 117M  90M S  0.0   2.0  45:34.25 com.qihoo360.mobilesafe:update
  7111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
  6746 u0_i9001     20   0 1.4G 124M 115M S  0.0   2.1   0:11.77 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
  6499 u0_a104      20   0 1.3G  80M  70M S  0.0   1.3   0:00.82 com.google.android.webview:webview_service
  6464 u0_a90       20   0  13G 100M  73M S  0.0   1.7   0:02.35 assist
  6435 u0_a90       20   0  13G 101M  74M S  0.0   1.7   0:02.62 daemon
  6289 u0_a90       12  -8  12G  98M  68M S  0.0   1.6   0:03.69 assist
  6186 u0_a90       12  -8  12G  98M  68M S  0.0   1.6   0:03.67 assist1
  6020 u0_a90       12  -8  12G  98M  69M S  0.0   1.6   0:03.78 daemon
  5808 u0_a90       20   0  14G  95M  84M S  0.0   1.6  40:56.42 com.qihoo360.mobilesafe:clean
  5777 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  5776 u0_a90       20   0  14G  96M  82M S  0.0   1.6  40:47.62 com.qihoo360.mobilesafe:work
  5668 u0_a90       20   0  14G  95M  81M S  0.0   1.6  40:46.14 com.qihoo360.mobilesafe:shrimp0
  5647 u0_a90       20   0  13G 100M  73M S  0.0   1.7   0:02.82 main
  5612 u0_a90       20   0  14G  98M  84M S  0.0   1.6  41:22.26 com.qihoo360.mobilesafe:assist1
  5598 u0_a90       20   0  14G  97M  82M S  0.0   1.6  41:12.91 com.qihoo360.mobilesafe:assist
  5514 u0_a90       20   0  14G  97M  82M S  0.0   1.6  41:00.64 com.qihoo360.mobilesafe:daemon
  4914 system       20   0  13G  78M  67M S  0.0   1.3   0:00.24 com.hra.security_manage:hra_provider
  4538 u0_i9000     20   0 1.3G  65M  58M S  0.0   1.1   0:00.17 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
  4449 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  4358 system       20   0  14G 169M 148M S  0.0   2.8  53:34.63 com.android.settings
  4212 u0_a92       12  -8  10G 1.5M 920K S  0.0   0.0   0:01.00 app_d 304 388 0 364 96 97 36 26 0 14 0 0 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1_pid /data/user/0/com.tencent.android.qqdownloader/app_proc/process_live_indicator_v2.2.4_
  3738 u0_a92       20   0  10G 1.5M 912K S  0.0   0.0   0:01.09 app_d 304 388 0 364 116 117 36 26 0 14 0 0 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_p1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/observer_d1 /data/user/0/com.tencent.android.qqdownloader/app_indicators/indicator_p1_pid /data/user/0/com.tencent.android.qqdownloader/app_proc/process_live_indicator_v2.2.4_
  3617 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  3325 u0_a102      20   0  14G  80M  72M S  0.0   1.3   0:01.48 com.adups.fota
  3188 u0_a78       20   0  14G  69M  61M S  0.0   1.1   0:02.56 com.debug.loggerui
  2883 u0_a47       20   0  13G  83M  74M S  0.0   1.4   0:01.60 android.process.media
  2141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  2089 u0_a92       20   0  15G 144M  95M S  0.0   2.4   6:58.56 com.tencent.android.qqdownloader:live
  2041 u0_a93       20   0  13G  91M  76M S  0.0   1.5   0:03.08 com.yangcong345.cloud.launcher
  1964 u0_a120      20   0  13G 105M  83M S  0.0   1.7   1:13.67 com.android.providers.media.module
  1823 system       20   0  10G 3.1M 2.9M S  0.0   0.0   0:03.37 batterywarning
  1789 nobody       17  -3  10G 1.4M 1.2M S  0.0   0.0   0:51.11 dnsmasq
  1756 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  1635 u0_a108      20   0  14G 170M 137M S  0.0   2.9   0:06.91 com.android.launcher3
  1528 u0_a123      20   0  13G  98M  87M S  0.0   1.6   0:00.58 android.ext.services
  1491 secure_element 20 0  13G  63M  55M S  0.0   1.0   0:00.16 com.android.se
  1484 webview_zygote 20 0 1.6G  45M  38M S  0.0   0.7   0:01.48 webview_zygote
  1455 network_stack 20  0  13G  98M  81M S  0.0   1.6   2:22.89 com.android.networkstack.process
  1382 root         20   0 8.7M 2.4M 2.3M S  0.0   0.0   0:01.20 zygiskd32
  1301 bluetooth    20   0  14G  98M  88M S  0.0   1.6   0:12.62 com.android.bluetooth
  1299 wifi         20   0  10G  13M  11M S  0.0   0.2   0:06.10 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
  1297 root         10 -10    0    0    0 S  0.0   0.0   1:38.81 [rx_thread]
  1296 root         10 -10    0    0    0 S  0.0   0.0   3:40.97 [hif_thread]
  1295 root         10 -10    0    0    0 S  0.0   0.0   2:31.76 [tx_thread]
  1291 wifi         20   0  10G 7.4M 6.7M S  0.0   0.1   0:07.90 android.hardware.wifi@1.0-service-lazy
  1264 root         RT   0    0    0    0 S  0.0   0.0   3:21.57 [disp_queue_P0]
   978 root         20   0  10G 3.0M 2.9M S  0.0   0.0   0:01.25 zygiskd64
   847 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
   846 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
   806 system       20   0  10G 3.9M 3.8M S  0.0   0.0   0:00.21 netdagent
   801 root         20   0  10G 7.8M 7.2M S  0.0   0.1   0:00.07 update_engine --logtostderr --logtofile --foreground
   800 system       20   0  10G 6.0M 5.5M S  0.0   0.1   0:00.02 gatekeeperd /data/misc/gatekeeper
   796 mediacodec   20   0  10G  17M  16M S  0.0   0.2   0:00.45 media.swcodec oid.media.swcodec/bin/mediaswcodec
   793 wifi         20   0  10G 2.6M 2.4M S  0.0   0.0   0:01.37 wlan_assistant
   788 system       20   0  10G  10M 8.9M S  0.0   0.1   0:00.63 vendor.mediatek.hardware.pq@2.2-service
   787 system       20   0 8.3M 2.7M 2.5M S  0.0   0.0   0:06.66 thermalloadalgod
   785 system       20   0  10G 3.3M 3.1M S  0.0   0.0   0:10.05 thermal
   781 system       20   0  10G 5.3M 5.1M S  0.0   0.0   0:01.11 getgameserver
   779 cameraserver 20   0  11G  39M  34M S  0.0   0.6   0:00.88 camerahalserver
   777 system       20   0  10G 5.3M 4.9M S  0.0   0.0  56:28.07 android.hardware.sensors@2.0-service-mediatek
   773 mediacodec   20   0  58M  15M  14M S  0.0   0.2   0:01.05 media.codec hw/android.hardware.media.omx@1.0-service
   763 wifi         20   0  10G 6.8M 5.7M S  0.0   0.1   0:09.68 wificond
