2024-05-24 19-02-21 top info:
Tasks: 411 total,   4 running, 406 sleeping,   0 stopped,   1 zombie
  Mem:  6079216K total,  3479480K used,  2599736K free,    39960K buffers
 Swap:  3343564K total,        0K used,  3343564K free,  1404476K cached
800%cpu 274%user   0%nice 311%sys 215%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 2202 u0_a109      20   0  14G 120M  66M S  0.0   2.0   0:01.25 com.android.providers.media.module
 2141 system       20   0  14G 120M  66M S  0.0   2.0   0:00.65 com.android.deskclock
 2081 system       20   0  10G 4.0M 3.3M S  0.0   0.0   0:00.05 batterywarning
 1931 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1713 u0_a91       10 -10  14G 182M 121M S  0.0   3.0   0:04.07 com.android.launcher3
 1675 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1591 webview_zygote 20 0 1.7G  74M  35M S  0.0   1.2   0:00.08 webview_zygote
 1521 u0_a110      20   0  14G  93M  44M S  0.0   1.5   0:00.14 android.ext.services
 1511 system       20   0  14G 150M  98M S  0.0   2.5   0:44.47 com.android.settings
 1477 radio        20   0  14G 133M  79M S  0.0   2.2   0:03.46 com.android.phone
 1455 secure_element 20 0  14G  91M  42M S  0.0   1.5   0:00.15 com.android.se
 1447 bluetooth    20   0  15G 126M  73M S  0.0   2.1   0:00.73 com.android.bluetooth
 1429 network_stack 20  0  14G 117M  66M S  0.0   1.9   0:03.33 com.android.networkstack.process
 1298 wifi         20   0  10G  15M  13M S  0.0   0.2   0:00.22 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
 1288 root         10 -10    0    0    0 S  0.0   0.0   0:00.98 [rx_thread]
 1287 root         10 -10    0    0    0 S  0.0   0.0   0:08.04 [hif_thread]
 1286 root         10 -10    0    0    0 S  0.0   0.0   0:07.09 [main_thread]
 1256 wifi         20   0  10G 9.0M 7.8M S  0.0   0.1   0:01.22 android.hardware.wifi@1.0-service-lazy
 1069 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_event_type]
  920 system       18  -2  19G 412M 314M S  0.0   6.9   1:40.01 system_server
  793 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  776 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  775 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  767 shell        20   0  10G 4.0M 3.0M S  0.0   0.0   0:01.14 connsyslogger
  735 system       20   0  10G 5.0M 4.3M S  0.0   0.0   0:00.04 netdagent
  733 root         20   0  10G  10M 8.8M S  0.0   0.1   0:00.09 update_engine --logtostderr --logtofile --foreground
  732 system       20   0  10G 6.3M 5.3M S  0.0   0.1   0:00.02 gatekeeperd /data/misc/gatekeeper
  730 mediacodec   20   0  11G  21M  18M S  0.0   0.3   0:04.46 media.swcodec oid.media.swcodec/bin/mediaswcodec
  717 wifi         20   0  10G 3.6M 3.0M S  0.0   0.0   0:00.01 wlan_assistant
  716 media        20   0  29M 6.0M 5.0M S  0.0   0.1   0:01.34 vpud -f
  715 system       20   0  10G  18M  15M S  0.0   0.3   0:04.10 vendor.mediatek.hardware.pq@2.2-service
  714 system       20   0  14M 3.4M 2.9M S  0.0   0.0   0:00.10 thermalloadalgod
  708 system       20   0  10G 3.2M 2.7M S  0.0   0.0   0:00.24 thermal
  705 system       20   0  10G 3.6M 3.0M S  0.0   0.0   0:00.05 getgameserver
  702 cameraserver 20   0  12G  65M  48M S  0.0   1.0   0:00.67 camerahalserver
  700 mediacodec   20   0  46M  13M  10M S  0.0   0.2   0:00.15 media.codec hw/android.hardware.media.omx@1.0-service
  698 wifi         20   0  10G 6.9M 5.8M S  0.0   0.1   0:01.12 wificond
  697 root         30  10  10G 6.4M 5.0M S  0.0   0.1   0:00.10 storaged
  696 shell        20   0  10G 4.6M 3.8M S  0.0   0.0   0:00.10 netdiag
  694 system       20   0  10G 9.1M 5.8M S  0.0   0.1   0:17.02 mobile_log_d
  692 media        20   0  75M  25M  20M S  0.0   0.4   0:01.33 mediaserver
  691 media        20   0  10G 8.4M 6.7M S  0.0   0.1   0:00.13 media.metrics diametrics
  676 mediaex      20   0  11G  27M  23M S  0.0   0.4   0:00.30 media.extractor aextractor
  670 root         20   0  10G 6.2M 4.5M S  0.0   0.1   0:00.45 installd
  669 system       20   0  10G 3.9M 3.3M S  0.0   0.0   0:00.01 thermald
  634 incidentd    20   0  10G 5.3M 4.4M S  0.0   0.0   0:00.02 incidentd
  623 cameraserver 20   0  11G  25M  21M S  0.0   0.4   0:00.23 cameraserver
  622 shell        20   0  11G 4.5M 3.7M S  0.0   0.0   0:00.02 lbs_dbg
  621 gps          20   0  11G 8.3M 7.0M S  0.0   0.1   0:00.15 mnld
  608 system       20   0  11G  43M  24M S  0.0   0.7   0:00.13 android.hardware.neuralnetworks@1.3-service-mtk-neuron
  605 nobody       20   0  10G 4.1M 3.3M S  0.0   0.0   0:00.03 traced
  603 nobody       20   0  10G 4.2M 3.5M S  0.0   0.0   0:00.03 traced_probes
  602 drm          20   0  31M 7.4M 6.3M S  0.0   0.1   0:00.07 drmserver
  587 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  570 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  567 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [mtk_wmtd_worker]
  566 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [mtk_wmtd]
  565 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_btm]
  563 root         20   0    0    0    0 S  0.0   0.0   0:00.23 [mtk_stp_psm]
  545 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2H-kblockd]
  539 system       20   0  10G 7.1M 6.1M S  0.0   0.1   0:00.04 fpsgo
  513 system       20   0  14M 3.7M 3.1M S  0.0   0.0   0:00.91 fuelgauged
  505 gpu_service  20   0  10G 7.9M 6.6M S  0.0   0.1   0:00.04 gpuservice
  503 credstore    20   0  10G 7.9M 6.8M S  0.0   0.1   0:00.03 credstore /data/misc/credstore
  501 audioserver  20   0  11G  31M  25M S  0.0   0.5   0:11.73 audioserver
  499 system       20   0  10G 6.0M 5.1M S  0.0   0.1   0:00.02 android.hardware.vibrator-service.mediatek
  497 root         20   0  10G 6.2M 5.2M S  0.0   0.1   0:02.02 vendor.mediatek.hardware.nvram@1.1-service
  496 root         20   0  11G  12M 8.7M S  0.0   0.2   0:01.68 vendor.mediatek.hardware.mtkpower@1.0-service
  494 system       20   0  10G 6.1M 5.2M S  0.0   0.1   0:00.22 android.hardware.memtrack-service.mediatek
  493 system       20   0  10G 6.3M 5.4M S  0.0   0.1   0:00.15 android.hardware.lights-service.mediatek
  492 system       20   0  10G 5.7M 4.7M S  0.0   0.0   0:00.04 lbs_hidl_service
  491 root         20   0  10G 5.8M 4.9M S  0.0   0.0   0:01.16 android.hardware.usb@1.2-service-mediatekv2
  487 system       20   0  10G 5.3M 4.5M S  0.0   0.0   0:00.10 android.hardware.thermal@2.0-service.mtk
  486 system       20   0  10G 7.0M 5.7M S  0.0   0.1   0:14.90 android.hardware.sensors@2.0-service.multihal-mediatek
  484 mediacodec   20   0  63M  18M  14M S  0.0   0.3   0:06.90 android.hardware.media.c2@1.2-mediatek
  483 system       20   0  10G 5.4M 4.6M S  0.0   0.0   0:00.71 android.hardware.health@2.1-service
  482 system       -3  -8  11G  20M  16M S  0.0   0.3   0:16.27 android.hardware.graphics.composer@2.1-service
  481 system       20   0  10G 9.1M 7.6M S  0.0   0.1   0:00.42 android.hardware.graphics.allocator@4.0-service-mediatek
  480 system       20   0  10G 9.2M 7.8M S  0.0   0.1   0:00.05 android.hardware.gnss-service.mediatek
  479 system       20   0  10G 6.2M 5.3M S  0.0   0.1   0:00.02 android.hardware.gatekeeper@1.0-service
  478 media        20   0  10G  10M 8.3M S  0.0   0.1   0:00.04 android.hardware.drm@1.4-service.widevine
  476 root         20   0  10G 3.7M 2.9M S  0.0   0.0   0:00.03 ip6tables-restore --noflush -w -v
  475 root         20   0  10G 4.0M 2.9M S  0.0   0.0   0:00.03 iptables-restore --noflush -w -v
  474 media        20   0  10G 8.2M 7.0M S  0.0   0.1   0:00.03 android.hardware.drm@1.4-service.clearkey
  473 bluetooth    20   0  10G 5.8M 4.8M S  0.0   0.0   0:00.05 android.hardware.bluetooth@1.1-service-mediatek
  472 audioserver  20   0  62M  22M  13M S  0.0   0.3   0:36.19 android.hardware.audio.service.mediatek
  471 system       20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.01 android.hidl.allocator@1.0-service
  467 root         20   0 1.7G 178M 139M S  0.0   3.0   0:03.20 zygote
  466 root         20   0  14G 203M 155M S  0.0   3.4   0:03.63 zygote64
  465 root         20   0  11G  11M 9.2M S  0.0   0.1   0:01.61 netd
  464 statsd       20   0  10G 5.2M 4.4M S  0.0   0.0   0:00.82 statsd
  462 root         20   0    0    0    0 I  0.0   0.0   0:02.34 [kworker/1:2-events]
  437 tombstoned   20   0  10G 2.9M 2.4M S  0.0   0.0   0:00.01 tombstoned
  427 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  426 root         20   0    0    0    0 S  0.0   0.0   0:02.06 [jbd2/dm-7-8]
  407 system       20   0  10G 7.1M 6.1M S  0.0   0.1   0:00.03 android.hardware.keymaster@4.1-service
  406 keystore     20   0  11G  14M  12M S  0.0   0.2   0:00.13 keystore2 /data/misc/keystore
  405 system       20   0  10G 5.5M 4.4M S  0.0   0.0   0:14.58 android.system.suspend@1.0-service
  404 system       20   0  10G 4.0M 3.4M S  0.0   0.0   0:00.03 wmt_launcher -p /vendor/firmware/ -o 1
  401 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  400 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p13]
  396 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  395 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p14]
  391 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  387 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  386 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p16]
  382 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  381 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p15]
  376 root         20   0  10G 5.6M 4.8M S  0.0   0.0   0:00.02 android.hardware.boot@1.2-service
  375 root         20   0  10G 8.9M 7.0M S  0.0   0.1   0:00.22 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
  369 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [psimon]
  368 system       20   0  10G 4.8M 4.0M S  0.0   0.0   0:00.08 vndservicemanager /dev/vndbinder
  367 system       20   0  10G 6.6M 5.2M S  0.0   0.1   0:03.22 hwservicemanager
  366 system       20   0  10G 5.4M 4.3M S  0.0   0.0   0:01.87 servicemanager
  365 lmkd         -2   0  10G 3.0M 2.4M S  0.0   0.0   0:00.17 lmkd
  364 logd         18  -2  10G 7.1M 4.7M S  0.0   0.1   0:22.43 logd
  336 root         20   0  10G 8.6M 6.1M S  0.0   0.1   0:03.56 ueventd
  334 root         20   0  10G 7.9M 5.8M S  0.0   0.1   0:00.57 init subcontext u:r:vendor_init:s0 16
  333 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
  332 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
  331 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
  330 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
  329 root         RT   0    0    0    0 S  0.0   0.0   0:00.18 [irq/134-hxcommo]
  326 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
  325 root          0 -20    0    0    0 I  0.0   0.0   0:00.44 [kworker/3:1H-events_highpri]
  324 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  323 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  322 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  320 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  319 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  318 root          0 -20    0    0    0 I  0.0   0.0   0:00.56 [kworker/1:1H-kblockd]
  317 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/4:1H-events_highpri]
  316 root          0 -20    0    0    0 I  0.0   0.0   0:00.15 [kworker/5:1H-kblockd]
  310 root          0 -20    0    0    0 I  0.0   0.0   0:00.60 [kworker/2:1H-kblockd]
  308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  307 root          0 -20    0    0    0 I  0.0   0.0   0:00.56 [kworker/0:1H-events_highpri]
  306 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  305 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  303 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  302 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  301 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  299 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p11]
  296 root          0 -20    0    0    0 I  0.0   0.0   0:00.09 [kworker/7:1H-kblockd]
  295 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
  289 root         20   0    0    0    0 S  0.0   0.0   0:01.96 [charger_thread]
  288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
  287 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/142-extcon_]
  286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [extcon_usb]
  285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/6:1H-kblockd]
  283 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mmc_complete]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
  281 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  280 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
  279 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_GPU]
  278 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_CCI]
  277 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_B]
  276 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_L]
  275 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:6]
  274 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
  273 root         20   0    0    0    0 D  0.0   0.0   0:03.20 [ipi_cpu_dvfs_rt]
  272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
  267 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/151-1124000]
  266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
  265 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
  264 root         RT   0    0    0    0 S  0.0   0.0   0:00.11 [irq/153-3-001a]
  263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
  262 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
  261 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [chgdet_thread]
  260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [power_misc_thre]
  259 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [battery_thread]
  258 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [gauge_coulomb_t]
  257 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-enc]
  256 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-dec]
  255 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
  254 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
  253 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [type_c_port0]
  252 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pps_request_typ]
  251 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
  250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rps]
  249 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
  248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
  247 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb20_st_wq]
  245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  242 root          0 -20    0    0    0 S  0.0   0.0   0:00.47 [krtatm]
  241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  240 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  239 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [hang_detect]
  238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_mini_top]
  235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bwq_ntf_wq]
  233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [pobqos_ntf_wq]
  232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  231 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-7]
  230 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-6]
  229 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-5]
  228 root         RT   0    0    0    0 S  0.0   0.0   0:00.48 [btif_rxd]
  227 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-4]
  226 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-3]
  225 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-2]
  224 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-1]
  223 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-0]
  221 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
  220 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [amms_task]
  219 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  218 root         RT   0    0    0    0 S  0.0   0.0   0:00.47 [present_fence_w]
  217 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  216 root         RT   0    0    0    0 S  0.0   0.0   0:00.19 [disp_delay_trig]
  215 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [display_check_a]
  214 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  213 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  212 root         RT   0    0    0    0 D  0.0   0.0   0:00.08 [disp_check]
  211 root         20   0    0    0    0 S  0.0   0.0   0:01.90 [disp_idlemgr]
  209 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  207 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tmem_regmgr_def]
  206 root         20   0    0    0    0 S  0.0   0.0   0:02.08 [pbm]
  205 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  204 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  203 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  201 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
  200 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
  199 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
  198 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
  197 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
  196 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
  195 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_fence]
  194 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  192 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  151 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [kswapd0]
  126 root         20   0    0    0    0 I  0.0   0.0   0:01.58 [kworker/0:1-sock_diag_events]
  125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
  123 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [mdrt_thread]
  122 root         20   0    0    0    0 D  0.0   0.0   0:00.09 [ion_history]
  121 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
  120 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  118 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [ion_mm_heap]
  116 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
  115 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [dlpt_notify_thr]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [bat_percent_not]
  113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  112 root         RT   0    0    0    0 S  0.0   0.0   0:00.07 [irq/277-mt6358-]
  111 root         20   0    0    0    0 I  0.0   0.0   0:00.27 [kworker/7:1-ged_notify_sw_vsync]
  110 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [watchdogd]
  109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
  108 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
  107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
  106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
  105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   61 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [kcompactd0]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_wq]
   57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
