2024-07-08 18-53-23 top info:
Tasks: 434 total,   2 running, 431 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.7G used,      2.9G free,       66M buffers
 Swap:      4.2G total,      201M used,      4.0G free,      2.8G cached
800%cpu 172%user   0%nice  90%sys 538%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
16661 shell        20   0  74M  16M  15M R  100   0.2   0:00.05 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
  233 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi4]
  232 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [spi3]
  231 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [spi2]
  230 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [spi1]
  229 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [spi0]
  228 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
  227 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
  226 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
  225 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  224 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  223 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  221 root          0 -20    0    0    0 S  0.0   0.0   0:02.86 [krtatm]
  220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  216 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  215 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  214 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_fb_heap]
  213 root         RT   0    0    0    0 S  0.0   0.0   1:06.60 [present_fence_w]
  212 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  211 root         RT   0    0    0    0 S  0.0   0.0   0:00.03 [disp_delay_trig]
  210 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
  209 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  208 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
  206 root         RT   0    0    0    0 D  0.0   0.0   0:01.81 [disp_check]
  205 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_idlemgr]
  203 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  202 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  201 root         RT   0    0    0    0 D  0.0   0.0   0:01.68 [hang_detect]
  200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
  199 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
  198 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
  197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
  196 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
  195 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
  194 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
  192 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
  191 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
  190 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
  188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
  187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  184 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  183 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  182 root         20   0    0    0    0 S  0.0   0.0   0:00.30 [btif_rxd]
  179 root         20   0    0    0    0 S  0.0   0.0   0:26.65 [pbm]
  177 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  140 root         20   0    0    0    0 S  0.0   0.0   0:00.31 [kswapd0]
  139 root         20   0    0    0    0 S  0.0   0.0   0:00.27 [kauditd]
  117 root         20   0    0    0    0 S  0.0   0.0   0:01.25 [tee-log]
  116 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
  115 root         20   0    0    0    0 D  0.0   0.0   0:00.96 [ion_history]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  113 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  112 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  111 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_comm_pool]
  110 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [ion_mm_heap_for]
  108 root         20   0    0    0    0 S  0.0   0.0   0:12.79 [ion_mm_heap]
  106 root         20   0    0    0    0 S  0.0   0.0   0:17.48 [dlpt_notify_thr]
  105 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [bat_percent_not]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  103 root         RT   0    0    0    0 S  0.0   0.0   0:08.15 [irq/200-mt6358-]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   95 root         20   0    0    0    0 S  0.0   0.0   0:00.14 [chgdet_thread]
   94 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [pd_dbg_info]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   61 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   59 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   57 root         20   0    0    0    0 S  0.0   0.0   0:00.19 [kcompactd0]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   55 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   51 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
   50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
   47 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/7:0H]
   45 root         20   0    0    0    0 S  0.0   0.0   0:00.35 [ksoftirqd/7]
   44 root         RT   0    0    0    0 S  0.0   0.0   0:02.18 [migration/7]
   43 root         20   0    0    0    0 S  0.0   0.0   0:02.67 [cpuhp/7]
   42 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:0H]
   40 root         20   0    0    0    0 S  0.0   0.0   0:00.22 [ksoftirqd/6]
   39 root         RT   0    0    0    0 S  0.0   0.0   0:02.06 [migration/6]
   38 root         20   0    0    0    0 S  0.0   0.0   0:01.88 [cpuhp/6]
   37 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/5:0H]
   35 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [ksoftirqd/5]
   34 root         RT   0    0    0    0 S  0.0   0.0   0:01.97 [migration/5]
   33 root         20   0    0    0    0 S  0.0   0.0   0:01.86 [cpuhp/5]
   32 root          0 -20    0    0    0 I  0.0   0.0   0:00.02 [kworker/4:0H]
   30 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [ksoftirqd/4]
   29 root         RT   0    0    0    0 S  0.0   0.0   0:01.87 [migration/4]
   28 root         20   0    0    0    0 S  0.0   0.0   0:11.12 [cpuhp/4]
   27 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/3:0H]
   25 root         20   0    0    0    0 S  0.0   0.0   0:00.39 [ksoftirqd/3]
   24 root         RT   0    0    0    0 S  0.0   0.0   0:02.55 [migration/3]
   23 root         20   0    0    0    0 S  0.0   0.0   0:03.39 [cpuhp/3]
   22 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/2:0H]
   20 root         20   0    0    0    0 S  0.0   0.0   0:00.41 [ksoftirqd/2]
   19 root         RT   0    0    0    0 S  0.0   0.0   0:02.18 [migration/2]
   18 root         20   0    0    0    0 S  0.0   0.0   0:03.43 [cpuhp/2]
   17 root          0 -20    0    0    0 I  0.0   0.0   0:00.04 [kworker/1:0H]
   15 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [ksoftirqd/1]
   14 root         RT   0    0    0    0 S  0.0   0.0   0:01.97 [migration/1]
   13 root         20   0    0    0    0 S  0.0   0.0   0:04.29 [cpuhp/1]
   12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   11 root         RT   0    0    0    0 S  0.0   0.0   0:04.01 [migration/0]
   10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
    9 root         20   0    0    0    0 I  0.0   0.0   0:02.35 [rcu_sched]
    8 root         20   0    0    0    0 I  0.0   0.0   0:30.81 [rcu_preempt]
    7 root         20   0    0    0    0 S  0.0   0.0   0:02.08 [ksoftirqd/0]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [kthreadd]
    1 root         20   0  86M 8.9M 7.4M S  0.0   0.1   0:06.49 init second_stage


2024-07-08 18-53-48 top info:
Tasks: 437 total,   1 running, 435 sleeping,   0 stopped,   1 zombie
  Mem:      7.6G total,      4.8G used,      2.8G free,       66M buffers
 Swap:      4.2G total,      198M used,      4.0G free,      2.8G cached
800%cpu 114%user   0%nice  83%sys 603%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 2488 u0_a86       10 -10  11G 332M 332M S 48.2   4.2 105:36.18 com.yangcong345.android.phone
 3293 u0_i9000     10 -10 1.7G 206M 133M S 44.8   2.6   4:54.36 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
  490 system       -2  -8 1.0G  49M  40M S 17.2   0.6  25:19.99 surfaceflinger
16954 shell        20   0  35M 3.9M 3.1M R 13.7   0.0   0:00.05 top -b -n 1 -d 5
  463 system       -3  -8 351M  12M  12M S 10.3   0.1  14:11.90 android.hardware.graphics.composer@2.1-service
  273 root         20   0    0    0    0 D 10.3   0.0   2:10.08 [charger_thread]
 1742 shell        20   0 201M 5.3M 4.3M S  6.8   0.0   1:00.51 adbd --root_seclabel=u:r:su:s0
16556 root          0 -20    0    0    0 I  3.4   0.0   0:00.13 [kworker/u17:1]
16519 root         20   0    0    0    0 I  3.4   0.0   0:00.18 [kworker/u16:5]
16248 root         20   0    0    0    0 I  3.4   0.0   0:02.22 [kworker/u16:0]
15999 root         20   0    0    0    0 I  3.4   0.0   0:03.03 [kworker/3:1]
15736 root          0 -20    0    0    0 I  3.4   0.0   0:00.37 [kworker/u17:2]
10555 root         20   0    0    0    0 D  3.4   0.0   0:37.93 [kworker/u16:1]
 5234 u0_a80       20   0 6.2G 185M 126M S  3.4   2.3   0:34.40 com.yangcong345.pad.systemsetting
 3259 u0_a114      20   0 5.9G 121M 113M S  3.4   1.5   8:02.68 com.yangcong345.eye.protection
  930 system       18  -2 8.5G 193M 193M S  3.4   2.4  11:32.29 system_server
  923 root         20   0    0    0    0 I  3.4   0.0   0:02.85 [kworker/6:2]
16916 root         20   0    0    0    0 I  0.0   0.0   0:00.04 [kworker/u16:6]
16838 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/u17:3]
16727 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0]
16717 shell        20   0  34M 3.3M 2.7M S  0.0   0.0   0:00.21 logcat -v threadtime -b all
16661 shell        20   0 4.1G  86M  64M S  0.0   1.0   0:00.48 com.android.commands.monkey
16521 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0]
16518 root         20   0    0    0    0 I  0.0   0.0   0:00.15 [kworker/u16:4]
16478 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1]
16477 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:1]
16475 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:2]
16474 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:2]
16467 root         20   0    0    0    0 I  0.0   0.0   0:00.84 [kworker/0:2]
16466 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0]
16465 root         20   0    0    0    0 I  0.0   0.0   0:00.40 [kworker/2:0]
16463 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0]
16428 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2]
16406 root         20   0    0    0    0 I  0.0   0.0   0:00.70 [kworker/2:1]
16372 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:2]
16329 root         20   0    0    0    0 I  0.0   0.0   0:02.20 [kworker/1:2]
16280 root         20   0    0    0    0 I  0.0   0.0   0:03.94 [kworker/0:0]
15740 root         20   0    0    0    0 I  0.0   0.0   0:05.46 [kworker/u16:3]
15698 root         20   0    0    0    0 I  0.0   0.0   0:00.31 [kworker/6:1]
15690 root         20   0    0    0    0 I  0.0   0.0   0:04.14 [kworker/5:1]
15504 root         20   0    0    0    0 I  0.0   0.0   0:22.29 [kworker/4:1]
13456 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0]
12498 root         20   0    0    0    0 I  0.0   0.0   0:16.06 [kworker/u16:7]
11775 root         20   0    0    0    0 I  0.0   0.0   0:23.32 [kworker/u16:2]
11315 root         20   0    0    0    0 I  0.0   0.0   0:00.76 [kworker/7:1]
10863 root          0 -20    0    0    0 I  0.0   0.0   0:25.94 [kworker/u17:0]
 6038 system       20   0  98M  10M 8.3M S  0.0   0.1   0:45.29 vendor.mediatek.hardware.mms@1.5-service
 5828 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3592 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
 3571 system       20   0 5.1G  72M  50M S  0.0   0.9   0:01.08 com.android.keychain
 3522 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3490 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 3271 u0_a112      20   0 1.5G  68M  52M S  0.0   0.8   0:01.34 com.android.webview:webview_service
 3172 u0_a86       20   0    0    0    0 Z  0.0   0.0   0:00.01 [ZIDThreadPoolEx]
 3046 u0_a62       20   0 5.1G  77M  53M S  0.0   0.9   0:01.22 com.android.calendar
 2861 system       20   0 5.1G  72M  55M S  0.0   0.9   0:01.08 com.hra.security_manage:hra_provider
 2679 u0_a44       20   0 5.1G  75M  53M S  0.0   0.9   0:01.13 com.android.providers.calendar
 2678 nobody       20   0  34M 1.9M 1.1M S  0.0   0.0   0:00.24 dnslinspirer
 2623 u0_a86       20   0 5.4G  27M 1.5M S  0.0   0.3   2:08.97 enohp.diordna.543gnocgnay.moc
 2570 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2129 u0_a102      20   0 5.4G  90M  69M S  0.0   1.1   0:01.71 com.adups.fota
 2101 u0_a53       20   0 5.2G  97M  77M S  0.0   1.2   0:03.30 android.process.media
 2048 u0_a84       20   0 5.5G  84M  59M S  0.0   1.0   0:01.47 com.debug.loggerui
 2024 u0_a40       20   0 5.1G  87M  65M S  0.0   1.1   0:01.90 android.process.acore
 1934 u0_a78       20   0 5.1G  73M  52M S  0.0   0.9   0:01.04 com.android.printspooler
 1909 u0_a92       20   0 7.7G 178M 178M S  0.0   2.2   1:27.92 com.yangcong345.cloud.ui.launcher
 1890 u0_a88       20   0 5.1G  67M  43M S  0.0   0.8   0:00.89 com.android.smspush
 1870 u0_a69       20   0 7.2G 106M 106M S  0.0   1.3   1:23.41 com.yangcong345.cloud.launcher
 1843 secure_element 20 0 5.1G  61M  43M S  0.0   0.7   0:00.91 com.android.se
 1704 system       20   0 5.1G  85M  63M S  0.0   1.0   0:01.15 com.android.deskclock
 1702 system       20   0  35M 3.7M 3.3M S  0.0   0.0   0:00.67 batterywarning
 1637 bluetooth    20   0 5.7G  84M  73M S  0.0   1.0   0:03.54 com.android.bluetooth
 1611 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1516 u0_a106      20   0 5.2G  84M  69M S  0.0   1.0   0:02.78 com.android.launcher3
 1493 u0_a64       20   0 1.5G  93M  80M S  0.0   1.1   1:52.71 com.google.android.inputmethod.pinyin
 1474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 1445 u0_a51       20   0 5.1G  68M  52M S  0.0   0.8   0:01.00 android.ext.services
 1407 system       20   0 5.8G 139M 127M S  0.0   1.7   0:13.63 com.android.settings
 1390 webview_zygote 20 0 1.6G  53M  37M S  0.0   0.6   0:00.25 webview_zygote
 1354 radio        20   0 5.5G  72M  72M S  0.0   0.9   0:13.14 com.android.phone
 1331 network_stack 20  0 5.2G  67M  67M S  0.0   0.8   0:08.07 com.android.networkstack
 1282 wifi         20   0 2.0G  11M  10M S  0.0   0.1   0:01.26 wpa_supplicant -g@android:wpa_wlan0
 1268 root         RT   0    0    0    0 S  0.0   0.0   1:58.26 [disp_queue_P0]
 1261 u0_a100      20   0 6.8G 157M 151M S  0.0   2.0   2:39.85 com.android.systemui
 1260 root         10 -10    0    0    0 S  0.0   0.0   0:06.91 [rx_thread]
 1259 root         10 -10    0    0    0 S  0.0   0.0   0:16.54 [hif_thread]
 1258 root         10 -10    0    0    0 S  0.0   0.0   1:14.66 [tx_thread]
 1227 wifi         20   0  60M 6.9M 6.3M S  0.0   0.0   0:01.30 android.hardware.wifi@1.0-service-lazy-mediatek
  757 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  756 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  644 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  636 root         20   0  34M 3.0M 2.7M S  0.0   0.0   0:00.27 ip6tables-restore --noflush -w -v
  635 root         20   0  34M 3.2M 2.6M S  0.0   0.0   0:00.28 iptables-restore --noflush -w -v
  619 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  618 system       20   0  92M 4.4M 4.3M S  0.0   0.0   0:00.07 netdagent
  616 root         20   0  43M 8.0M 7.3M S  0.0   0.1   0:00.05 update_engine --logtostderr --logtofile --foreground
  615 tombstoned   20   0  34M 2.0M 1.9M S  0.0   0.0   0:00.01 tombstoned
  614 system       20   0 2.0G 5.5M 5.0M S  0.0   0.0   0:00.04 gatekeeperd /data/misc/gatekeeper
  613 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [mtk_wmtd_worker]
  612 root         20   0    0    0    0 S  0.0   0.0   0:00.65 [mtk_wmtd]
  610 mediacodec   20   0 258G  21M  16M S  0.0   0.2   0:37.64 media.swcodec oid.media.swcodec/bin/mediaswcodec
  608 wifi         20   0  34M 2.4M 2.2M S  0.0   0.0   0:00.23 wlan_assistant
  607 system       20   0  81M 8.2M 7.6M S  0.0   0.1   0:00.17 vendor.mediatek.hardware.pq@2.2-service
  606 gps          20   0  59M 3.6M 3.6M S  0.0   0.0   0:05.55 mtk_agpsd
  605 system       20   0 9.1M 2.9M 2.7M S  0.0   0.0   0:01.77 thermalloadalgod
  602 system       20   0  34M 3.4M 3.2M S  0.0   0.0   0:02.54 thermal
  600 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_btm]
  598 root         20   0    0    0    0 S  0.0   0.0   0:00.16 [mtk_stp_psm]
  597 cameraserver 20   0 281M  37M  32M S  0.0   0.4   0:00.89 camerahalserver
  595 system       20   0  76M 5.0M 4.8M S  0.0   0.0   2:11.63 android.hardware.sensors@2.0-service-mediatek
  576 mediacodec   20   0  48M  15M  13M S  0.0   0.1   0:27.65 media.codec hw/android.hardware.media.omx@1.0-service
  575 wifi         20   0  38M 5.2M 4.4M S  0.0   0.0   0:06.06 wificond
  573 root         30  10  96M 5.6M 4.4M S  0.0   0.0   0:03.96 storaged
  571 statsd       20   0 129M 6.4M 5.6M S  0.0   0.0   0:02.31 statsd
  569 shell        20   0 2.0G 3.5M 3.3M S  0.0   0.0   0:00.19 netdiag
  568 system       20   0  57M 3.8M 3.6M S  0.0   0.0   0:00.47 mobile_log_d
  567 media        20   0  75M  20M  17M S  0.0   0.2   0:00.98 mediaserver
  566 media        20   0 2.0G  12M  11M S  0.0   0.1   0:00.16 media.metrics diametrics
  565 mediaex      20   0 258G  25M  20M S  0.0   0.3   0:00.53 media.extractor aextractor
  559 media        20   0  15M 5.3M 4.8M S  0.0   0.0   0:00.04 mediadrmserver
  558 keystore     20   0 2.0G 7.0M 6.4M S  0.0   0.0   0:00.05 keystore /data/misc/keystore
  553 root         20   0 161M 6.6M 4.9M S  0.0   0.0   0:02.56 installd
  552 system       20   0  51M  18M  16M S  0.0   0.2   0:00.38 vtservice
  551 system       20   0  34M 3.3M 3.1M S  0.0   0.0   0:00.02 thermald
  550 incidentd    20   0  75M 4.7M 4.3M S  0.0   0.0   0:00.03 incidentd
  548 drm          20   0  46M  17M  15M S  0.0   0.2   0:00.31 drmserver
  547 shell        20   0  10M 3.1M 2.9M S  0.0   0.0   0:00.39 connsyslogger
  546 cameraserver 20   0  39M  14M  12M S  0.0   0.1   0:00.26 cameraserver
  543 system       20   0 108M 3.6M 3.3M S  0.0   0.0   0:00.02 lbs_dbg
  542 gps          20   0  35M 5.3M 5.1M S  0.0   0.0   0:13.60 mnld
  495 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [psimon]
  494 system       20   0 9.4M 3.2M 3.0M S  0.0   0.0   0:30.88 fuelgauged
  488 lmkd         -2   0  34M 2.5M 2.0M S  0.0   0.0   0:00.84 lmkd
  486 gpu_service  20   0 2.0G 5.8M 5.3M S  0.0   0.0   0:00.03 gpuservice
  484 audioserver  20   0 2.4G  27M  22M S  0.0   0.3   0:27.13 audioserver
  483 nobody       20   0  35M 3.6M 3.2M S  0.0   0.0   0:02.26 ashmemd
  481 root         20   0  38M 5.6M 4.9M S  0.0   0.0   0:00.04 vendor.mediatek.hardware.nvram@1.1-service
  480 system       20   0  77M 7.1M 5.8M S  0.0   0.0   0:06.68 vendor.mediatek.hardware.mtkpower@1.0-service
  479 system       20   0  83M 6.9M 6.3M S  0.0   0.0   0:00.04 vendor.mediatek.hardware.gpu@1.0-service
  478 system       20   0 126M 5.0M 4.8M S  0.0   0.0   0:00.06 lbs_hidl_service
  477 system       20   0  16M 3.5M 3.3M S  0.0   0.0   0:17.57 vtservice_hidl
  474 system       20   0  37M 4.5M 4.1M S  0.0   0.0   0:00.01 android.hardware.vibrator@1.0-service
  472 system       20   0  58M 4.2M 4.0M S  0.0   0.0   0:00.64 android.hardware.usb@1.1-service-mediatek
  470 system       20   0  37M 4.4M 4.1M S  0.0   0.0   0:00.02 android.hardware.thermal@1.0-service
  469 system       20   0 352M  37M  34M S  0.0   0.4   0:00.41 android.hardware.neuralnetworks@1.1-service-gpunn
  468 system       20   0 137M 8.8M 8.2M S  0.0   0.1   0:00.08 android.hardware.neuralnetworks@1.1-service-apunn
